1,2,5,10
2.2605266161748,2.50298530825816,2.80343681587828,2.8469353414584
1.83512867012072,1.92385011510485,2.06355241480581,2.1542272022791
2.02511315499488,2.08143399082525,2.14707435366007,2.17025095386199
1.98456353409601,2.12940343784529,2.38871218735044,2.56451887699723
2.37057658815934,2.52936563713838,2.83204643623448,2.89999062907901
1.76836828069376,1.8477263516877,1.92772189102812,1.94916867697178
1.8875153367073,1.93076128032702,1.99708515119177,2.05697176840637
1.9437380287854,2.08056212668108,2.25725846999927,2.33397838814763
2.38548284051027,2.69424463722116,2.88523884822551,3.02805195355035
1.84411258563349,1.94336936287896,2.08675744789493,2.15180022280403
2.0812326694408,2.14360033364434,2.23586750983715,2.3490775801967
1.84904236483,1.98115045095118,2.05610477762456,2.08728691817329
2.50842225725254,2.75060989599625,2.92443026506723,3.1061913168239
1.67933852974764,1.76130705211618,1.82327098226429,1.8318077247684
2.00715340292513,2.11271318249402,2.1772113630797,2.29510083369146
1.81045602031231,1.93979522419469,2.18845046571,2.22103496115547
2.51094406053272,2.7315294337655,2.98809185138614,3.10115027577103
1.8608312399356,1.97165872781057,2.28713092948821,2.43979288585818
1.88135781578557,1.92000299256014,1.97761682052031,2.00942432067586
2.1862157386725,2.37554921633516,2.69684288003852,2.96885127820166
1.76308012625747,1.94343700089211,2.11254063092412,2.44768057710082
1.42639466278752,1.47617171237528,1.52709242853537,1.54996783202495
1.71112618568678,1.75027602295048,1.79849660450788,1.83066133915097
1.88499958151184,1.96041524362433,2.12127735099245,2.22858969189693
1.41885885539443,1.47338473240333,1.57514176934715,1.69706186616835
1.21551418804073,1.26306198580153,1.30930440036133,1.34388145372591
1.55808382080997,1.62890278041553,1.66551402159012,1.71354596838176
1.7015509146061,1.87833381273598,1.99223669638116,2.08612089767145
1.361214489786,1.46228832524352,1.56503304482801,1.59117647891118
1.16542461114821,1.20546771919948,1.26917640977179,1.29338639175822
1.35219941298951,1.39857016254224,1.45293815292227,1.54852383776876
1.48643445093741,1.55440638146003,1.65304067464363,1.68862874170225
